Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Is_Parent,Total_Kids,Marital_Status_Simplified,Total_Spent,MntWines_Share,MntFruits_Share,MntMeatProducts_Share,MntFishProducts_Share,MntSweetProducts_Share,MntGoldProds_Share,Total_Purchases,Avg_Spend_per_Purchase,Deal_Rate,Web_Purchase_Share,Web_Visit_to_Purchase_Ratio,Is_Online_Buyer,Customer_Since_Days,Is_Active,Lifetime_Spend_per_Day,Total_Accepted_Campaigns,Campaign_Response_Rate,Is_Responder,Cluster,Segment
1973,Master,44051,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,SA,52,1,2,Single,171,0.4619883040935672,0.0409356725146198,0.3391812865497076,0.0350877192982456,0.0175438596491228,0.1052631578947368,12,14.25,0.3333333333333333,0.25,1.5,0,3989,1,0.042867886688393,0,0.0,1,0,At-Risk Customers
1954,Graduation,86718,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,IND,71,0,0,Partnered,1270,0.2708661417322834,0.1488188976377952,0.3795275590551181,0.0393700787401574,0.0259842519685039,0.1354330708661417,17,74.70588235294117,0.0588235294117647,0.2941176470588235,0.3333333333333333,0,4001,1,0.3174206448387903,0,0.0,0,2,Champions
1986,Master,80141,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,SP,39,0,0,Partnered,2091,0.5662362505978001,0.048780487804878,0.3218555714968914,0.0248684839789574,0.0191296030607364,0.0191296030607364,22,95.04545454545456,0.0454545454545454,0.3181818181818182,0.75,0,4007,1,0.521836785625156,1,0.2,1,2,Champions
1976,Graduation,58597,1,1,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,IND,49,1,2,Partnered,733,0.6684856753069577,0.0,0.2510231923601637,0.0136425648021828,0.0381991814461118,0.0286493860845839,32,22.90625,0.375,0.21875,0.875,0,4059,1,0.1805863513180586,0,0.0,0,1,Newcomers
1945,PhD,70356,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA,80,0,0,Partnered,1706,0.7907385697538101,0.0093786635404454,0.1459554513481828,0.0252051582649472,0.0093786635404454,0.0193434935521688,27,63.18518518518518,0.074074074074074,0.3703703703703703,0.5454545454545454,1,4074,1,0.4187530682376043,0,0.0,0,2,Champions
1967,Graduation,46904,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP,58,1,2,Single,253,0.6047430830039525,0.0158102766798418,0.2213438735177865,0.0,0.0355731225296442,0.1225296442687747,14,18.071428571428573,0.2857142857142857,0.3571428571428571,1.3333333333333333,1,4076,1,0.0620706575073601,0,0.0,0,0,At-Risk Customers
1946,Graduation,37760,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US,79,0,0,Partnered,317,0.2649842271293375,0.0157728706624605,0.1198738170347003,0.473186119873817,0.0378548895899053,0.0883280757097791,13,24.384615384615383,0.1538461538461538,0.3076923076923077,1.4,0,4140,1,0.0765700483091787,0,0.0,0,1,Newcomers
1946,Graduation,37760,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA,79,0,0,Partnered,317,0.2649842271293375,0.0157728706624605,0.1198738170347003,0.473186119873817,0.0378548895899053,0.0883280757097791,13,24.384615384615383,0.1538461538461538,0.3076923076923077,1.4,0,4140,1,0.0765700483091787,0,0.0,0,1,Newcomers
1964,Graduation,61839,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP,61,0,0,Single,1895,0.5277044854881267,0.0817941952506596,0.2,0.1182058047493403,0.0089709762532981,0.0633245382585752,17,111.47058823529412,0.0588235294117647,0.2352941176470588,1.6,0,4159,1,0.4556383746092811,0,0.0,0,2,Champions
1972,PhD,29791,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,AUS,53,1,1,Partnered,20,0.7,0.0,0.3,0.0,0.0,0.0,7,2.857142857142857,0.2857142857142857,0.2857142857142857,1.6666666666666667,0,3518,1,0.0056850483229107,0,0.0,0,3,Budget-Conscious Parents
1963,PhD,48918,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,62,1,2,Single,62,0.8387096774193549,0.0,0.1451612903225806,0.0,0.0,0.0161290322580645,7,8.857142857142858,0.2857142857142857,0.1428571428571428,2.0,0,3551,1,0.0174598704590256,0,0.0,0,0,At-Risk Customers
1965,Graduation,58692,0,1,2014-04-06,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,CA,60,1,1,Partnered,395,0.7620253164556962,0.0278481012658227,0.1544303797468354,0.010126582278481,0.0177215189873417,0.0278481012658227,15,26.33333333333333,0.0666666666666666,0.5333333333333333,0.7777777777777778,1,3557,1,0.1110486364914253,0,0.0,0,1,Newcomers
1976,Graduation,39356,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,SP,49,1,2,Partnered,23,0.6521739130434783,0.0,0.0869565217391304,0.0,0.0,0.2608695652173913,4,5.75,0.25,0.25,3.0,0,3575,1,0.0064335664335664,1,0.2,1,0,At-Risk Customers
1972,Master,76234,0,1,2014-02-06,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,CA,53,1,1,Partnered,907,0.5722160970231532,0.0551267916207276,0.1841234840132304,0.1433296582138919,0.0,0.0452039691289966,23,39.43478260869565,0.0434782608695652,0.3478260869565217,0.3333333333333333,0,3616,1,0.2508296460176991,1,0.2,1,2,Champions
1984,Graduation,55434,1,0,2013-10-05,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,SA,41,1,1,Partnered,882,0.2698412698412698,0.1303854875283446,0.2437641723356009,0.191609977324263,0.0782312925170068,0.0861678004535147,24,36.75,0.125,0.2083333333333333,0.6666666666666666,0,3740,1,0.2358288770053476,0,0.0,0,1,Newcomers
1946,Master,66835,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,IND,79,0,0,Partnered,1033,0.6001936108422071,0.0251694094869312,0.1887705711519845,0.0329138431752178,0.0164569215876089,0.1364956437560503,24,43.04166666666666,0.0416666666666666,0.25,0.2857142857142857,0,3747,1,0.2756872164398185,0,0.0,0,2,Champions
1946,Master,66835,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,SP,79,0,0,Partnered,1033,0.6001936108422071,0.0251694094869312,0.1887705711519845,0.0329138431752178,0.0164569215876089,0.1364956437560503,24,43.04166666666666,0.0416666666666666,0.25,0.2857142857142857,0,3747,1,0.2756872164398185,0,0.0,0,2,Champions
1951,Graduation,71965,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,CA,74,1,1,Partnered,1213,0.471558120362737,0.0156636438582028,0.2357790601813685,0.0412201154163231,0.0313272877164056,0.2044517724649629,17,71.3529411764706,0.1764705882352941,0.3529411764705882,0.4285714285714285,1,3808,1,0.3185399159663865,0,0.0,0,1,Newcomers
1971,Graduation,74538,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,SP,54,0,0,Partnered,1461,0.2600958247775496,0.0670773442847364,0.5017111567419575,0.0752908966461327,0.0766598220396988,0.0191649555099247,22,66.4090909090909,0.0454545454545454,0.3636363636363636,0.3333333333333333,1,3838,1,0.380667014069828,1,0.2,1,2,Champions
1954,Graduation,50002,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,SA,71,1,1,Single,638,0.6943573667711599,0.0078369905956112,0.1112852664576802,0.0329153605015673,0.0250783699059561,0.128526645768025,19,33.578947368421055,0.1052631578947368,0.4210526315789473,0.7777777777777778,1,3850,1,0.1657142857142857,0,0.0,0,1,Newcomers
1958,Graduation,53977,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,CA,67,1,1,Partnered,907,0.6835722160970231,0.0176405733186328,0.1819184123484013,0.0,0.0264608599779492,0.0904079382579933,27,33.592592592592595,0.1851851851851851,0.1851851851851851,0.8333333333333334,0,3859,1,0.2350349831562581,0,0.0,0,1,Newcomers
1958,Graduation,53977,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP,67,1,1,Partnered,907,0.6835722160970231,0.0176405733186328,0.1819184123484013,0.0,0.0264608599779492,0.0904079382579933,27,33.592592592592595,0.1851851851851851,0.1851851851851851,0.8333333333333334,0,3859,1,0.2350349831562581,0,0.0,0,1,Newcomers
1971,Graduation,69930,0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND,54,0,0,Partnered,1662,0.151624548736462,0.0589651022864019,0.4975932611311672,0.131768953068592,0.0421179302045728,0.1179302045728038,22,75.54545454545455,0.0454545454545454,0.1818181818181818,0.6,0,3872,1,0.4292355371900826,0,0.0,0,2,Champions
1967,PhD,62981,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,CA,58,0,0,Partnered,1482,0.5371120107962213,0.0094466936572199,0.398110661268556,0.0256410256410256,0.029689608636977,0.0,23,64.43478260869566,0.0434782608695652,0.1739130434782608,0.6,0,3942,1,0.3759512937595129,1,0.2,1,2,Champions
1974,Master,46014,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,SA,51,1,2,Partnered,541,0.7578558225508318,0.0,0.1090573012939001,0.0351201478743068,0.0166358595194085,0.0813308687615526,26,20.807692307692307,0.3846153846153846,0.2692307692307692,0.875,0,3997,1,0.1353515136352264,0,0.0,0,0,At-Risk Customers
1987,Graduation,18227,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP,38,1,1,Partnered,28,0.0357142857142857,0.0714285714285714,0.25,0.1428571428571428,0.1071428571428571,0.3928571428571428,4,7.0,0.25,0.0,8.0,0,4071,1,0.0068779169737165,0,0.0,0,3,Budget-Conscious Parents
1976,Graduation,65991,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP,49,1,1,Partnered,971,0.5221421215242018,0.01956745623069,0.3748712667353244,0.0257466529351184,0.0484037075180226,0.0092687950566426,27,35.96296296296296,0.1111111111111111,0.3333333333333333,0.7,0,4133,1,0.2349383014759254,0,0.0,0,1,Newcomers
1972,Graduation,38808,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,SP,53,1,1,Single,246,0.508130081300813,0.0691056910569105,0.2113821138211382,0.0121951219512195,0.0772357723577235,0.1219512195121951,14,17.571428571428573,0.2857142857142857,0.3571428571428571,1.3333333333333333,1,4145,1,0.0593486127864897,1,0.2,1,3,Budget-Conscious Parents
1982,PhD,160803,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,US,43,0,0,Partnered,1717,0.0320326150262085,0.0093185789167152,0.9446709376820036,0.0099009900990099,0.0017472335468841,0.0023296447291788,44,39.02272727272727,0.3409090909090909,0.0,0.0,0,4167,1,0.412047036237101,0,0.0,0,2,Champions
1978,Master,43783,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,CA,47,1,1,Partnered,629,0.519872813990461,0.0143084260731319,0.1987281399046105,0.0397456279809221,0.0063593004769475,0.2209856915739268,22,28.59090909090909,0.2727272727272727,0.3181818181818182,0.875,0,3504,1,0.1795091324200913,1,0.2,1,1,Newcomers
1969,PhD,30396,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,SP,56,1,1,Partnered,34,0.4411764705882353,0.0,0.1764705882352941,0.0,0.0294117647058823,0.3529411764705882,6,5.666666666666667,0.3333333333333333,0.1666666666666666,3.5,0,3533,1,0.009623549391452,1,0.2,1,3,Budget-Conscious Parents
1964,PhD,65526,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SP,61,1,1,Partnered,506,0.7845849802371542,0.0375494071146245,0.1363636363636363,0.0237154150197628,0.0,0.0177865612648221,17,29.764705882352946,0.0588235294117647,0.2352941176470588,0.4,0,3552,1,0.1424549549549549,0,0.0,0,1,Newcomers
1964,PhD,65526,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA,61,1,1,Partnered,506,0.7845849802371542,0.0375494071146245,0.1363636363636363,0.0237154150197628,0.0,0.0177865612648221,17,29.764705882352946,0.0588235294117647,0.2352941176470588,0.4,0,3552,1,0.1424549549549549,0,0.0,0,1,Newcomers
1944,Graduation,55956,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,SP,81,0,0,Partnered,999,0.7607607607607607,0.038038038038038,0.1041041041041041,0.05005005005005,0.009009009009009,0.038038038038038,16,62.4375,0.125,0.4375,0.5,1,3556,1,0.280933633295838,1,0.2,1,1,Newcomers
1978,Graduation,55563,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP,47,1,1,Single,43,0.6744186046511628,0.0232558139534883,0.2093023255813953,0.0465116279069767,0.0,0.0465116279069767,6,7.166666666666667,0.1666666666666666,0.3333333333333333,1.0,0,3558,1,0.0120854412591343,0,0.0,0,3,Budget-Conscious Parents
1965,PhD,57236,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP,60,1,2,Partnered,121,0.8677685950413223,0.0,0.0743801652892562,0.0165289256198347,0.0082644628099173,0.0330578512396694,10,12.1,0.3,0.2,1.0,0,3582,1,0.0337800111669458,0,0.0,0,0,At-Risk Customers
1973,Graduation,89694,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,AUS,52,1,2,Single,1472,0.7649456521739131,0.0190217391304347,0.1433423913043478,0.0251358695652173,0.0190217391304347,0.0285326086956521,14,105.14285714285714,0.2142857142857142,0.2857142857142857,1.0,0,3736,1,0.3940042826552462,3,0.6,1,1,Newcomers
1971,Master,57420,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,US,54,1,1,Partnered,322,0.8695652173913043,0.0,0.0559006211180124,0.0,0.0,0.0745341614906832,15,21.466666666666665,0.2,0.3333333333333333,1.1666666666666667,0,3842,1,0.0838105153565851,1,0.2,1,1,Newcomers
1972,Graduation,33622,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,GER,53,1,2,Partnered,81,0.4814814814814814,0.0123456790123456,0.2716049382716049,0.037037037037037,0.0493827160493827,0.1481481481481481,9,9.0,0.3333333333333333,0.2222222222222222,2.333333333333333,0,3915,1,0.0206896551724137,0,0.0,0,0,At-Risk Customers
1986,PhD,29999,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,SP,39,1,1,Single,160,0.425,0.04375,0.36875,0.0625,0.03125,0.06875,12,13.333333333333334,0.3333333333333333,0.25,2.0,0,3974,1,0.0402617010568696,0,0.0,0,3,Budget-Conscious Parents
1962,PhD,31497,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SP,63,1,1,Partnered,155,0.6967741935483871,0.0064516129032258,0.1806451612903225,0.0838709677419354,0.0064516129032258,0.0258064516129032,10,15.5,0.2,0.3,2.0,0,4043,1,0.0383378679198614,0,0.0,0,3,Budget-Conscious Parents
1962,PhD,31497,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SA,63,1,1,Partnered,155,0.6967741935483871,0.0064516129032258,0.1806451612903225,0.0838709677419354,0.0064516129032258,0.0258064516129032,10,15.5,0.2,0.3,2.0,0,4043,1,0.0383378679198614,0,0.0,0,3,Budget-Conscious Parents
1980,PhD,36802,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,SP,45,1,1,Single,20,0.8,0.05,0.1,0.0,0.0,0.05,5,4.0,0.2,0.2,2.5,0,3486,1,0.0057372346528973,0,0.0,0,3,Budget-Conscious Parents
1968,Graduation,61671,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,SP,57,1,1,Single,732,0.8756830601092896,0.0095628415300546,0.0765027322404371,0.0,0.0,0.0382513661202185,28,26.142857142857142,0.2857142857142857,0.3571428571428571,0.7272727272727273,1,3499,1,0.2092026293226636,2,0.4,1,1,Newcomers
1893,2n Cycle,60182,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,SA,132,1,1,Single,22,0.3636363636363636,0.0,0.2272727272727272,0.3181818181818182,0.0,0.0909090909090909,4,5.5,0.25,0.25,2.0,0,3516,1,0.0062571103526734,0,0.0,0,0,At-Risk Customers
1971,PhD,29732,1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,CA,54,1,1,Partnered,38,0.6578947368421053,0.0,0.2105263157894736,0.0,0.0263157894736842,0.1052631578947368,5,7.6,0.2,0.4,3.0,0,3569,1,0.0106472401232838,0,0.0,0,3,Budget-Conscious Parents
1986,PhD,45921,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,SA,39,0,0,Partnered,199,0.5125628140703518,0.0452261306532663,0.2462311557788944,0.1206030150753768,0.0150753768844221,0.0603015075376884,10,19.9,0.1,0.2,1.3333333333333333,0,3584,1,0.0555245535714285,0,0.0,0,3,Budget-Conscious Parents
1984,Graduation,16529,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA,41,1,1,Partnered,22,0.1363636363636363,0.0,0.2272727272727272,0.5909090909090909,0.0,0.0454545454545454,5,4.4,0.2,0.2,3.0,0,3593,1,0.0061230169774561,0,0.0,0,3,Budget-Conscious Parents
1960,Master,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP,65,0,0,Single,2008,0.49800796812749,0.0094621513944223,0.3540836653386454,0.0622509960159362,0.0572709163346613,0.0189243027888446,19,105.6842105263158,0.0,0.2105263157894736,0.2,0,3605,1,0.557004160887656,1,0.2,1,2,Champions
1952,Master,77027,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP,73,1,1,Partnered,1175,0.6978723404255319,0.0485106382978723,0.2059574468085106,0.0382978723404255,0.0,0.0093617021276595,19,61.8421052631579,0.1052631578947368,0.4210526315789473,0.4444444444444444,1,3617,1,0.3248548520873652,0,0.0,0,1,Newcomers
1965,Graduation,69139,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SP,60,1,1,Partnered,227,0.3788546255506608,0.052863436123348,0.3303964757709251,0.145374449339207,0.066079295154185,0.026431718061674,11,20.63636363636364,0.0909090909090909,0.3636363636363636,0.8,0,3626,1,0.0626034197462769,0,0.0,0,1,Newcomers
1965,Graduation,69139,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SA,60,1,1,Partnered,227,0.3788546255506608,0.052863436123348,0.3303964757709251,0.145374449339207,0.066079295154185,0.026431718061674,11,20.63636363636364,0.0909090909090909,0.3636363636363636,0.8,0,3626,1,0.0626034197462769,0,0.0,0,1,Newcomers
1982,Graduation,65169,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,SP,43,0,0,Partnered,1189,0.9032800672834316,0.0,0.0580319596299411,0.0,0.0,0.0386879730866274,28,42.46428571428572,0.0357142857142857,0.3571428571428571,0.5454545454545454,0,3639,1,0.3267381148667216,4,0.8,1,2,Champions
1952,Graduation,40049,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,SP,73,1,1,Single,32,0.40625,0.1875,0.21875,0.0,0.09375,0.09375,5,6.4,0.2,0.2,3.0,0,3729,1,0.0085813891123625,0,0.0,0,3,Budget-Conscious Parents
1945,Graduation,69755,0,0,2013-10-02,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,SA,80,0,0,Partnered,894,0.2427293064876957,0.0861297539149888,0.4172259507829978,0.1241610738255033,0.0257270693512304,0.1040268456375839,22,40.63636363636363,0.0454545454545454,0.1363636363636363,0.25,0,3743,1,0.238845845578413,0,0.0,0,2,Champions
1961,PhD,54456,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP,64,1,1,Partnered,404,0.8712871287128713,0.0,0.0668316831683168,0.0247524752475247,0.0,0.0371287128712871,17,23.764705882352946,0.1764705882352941,0.3529411764705882,0.8571428571428571,0,3826,1,0.1055933089388395,0,0.0,0,1,Newcomers
1977,Graduation,666666,1,0,2013-06-02,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA,48,1,1,Partnered,62,0.1451612903225806,0.2258064516129032,0.2903225806451613,0.1290322580645161,0.0161290322580645,0.1935483870967742,11,5.636363636363637,0.3636363636363636,0.2727272727272727,1.5,0,3865,1,0.0160413971539456,0,0.0,0,2,Champions
1951,Graduation,60689,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,US,74,1,1,Single,639,0.3755868544600939,0.1408450704225352,0.3380281690140845,0.0985915492957746,0.0093896713615023,0.0375586854460093,22,29.045454545454547,0.1818181818181818,0.1818181818181818,0.6,0,3866,1,0.1652871184687015,0,0.0,0,1,Newcomers
1978,Basic,26487,1,0,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,CA,47,1,1,Single,69,0.0289855072463768,0.1159420289855072,0.144927536231884,0.1739130434782608,0.2028985507246377,0.3333333333333333,9,7.666666666666667,0.3333333333333333,0.2222222222222222,1.6666666666666667,0,3878,1,0.0177926766374419,0,0.0,0,3,Budget-Conscious Parents
1970,Graduation,28164,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,GER,55,1,1,Partnered,78,0.0384615384615384,0.2307692307692307,0.3333333333333333,0.141025641025641,0.1025641025641025,0.1538461538461538,9,8.666666666666666,0.3333333333333333,0.2222222222222222,2.333333333333333,0,3894,1,0.0200308166409861,0,0.0,0,3,Budget-Conscious Parents
1970,Graduation,22585,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,SP,55,0,0,Single,81,0.037037037037037,0.1111111111111111,0.1851851851851851,0.1604938271604938,0.0246913580246913,0.4814814814814814,5,16.2,0.2,0.2,4.5,0,3941,1,0.0205531590966759,1,0.2,1,3,Budget-Conscious Parents
1971,Graduation,64795,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,SP,54,1,1,Partnered,680,0.6058823529411764,0.0073529411764705,0.175,0.0558823529411764,0.0426470588235294,0.113235294117647,21,32.38095238095238,0.1428571428571428,0.1428571428571428,0.5,0,4001,1,0.1699575106223444,0,0.0,0,1,Newcomers
1987,PhD,42000,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,SP,38,0,0,Single,653,0.1898928024502297,0.1271056661562021,0.4088820826952526,0.1301684532924961,0.0903522205206738,0.0535987748851454,20,32.65,0.1,0.25,0.8333333333333334,0,4008,1,0.1629241516966068,0,0.0,1,1,Newcomers
1987,PhD,42000,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,AUS,38,0,0,Single,653,0.1898928024502297,0.1271056661562021,0.4088820826952526,0.1301684532924961,0.0903522205206738,0.0535987748851454,20,32.65,0.1,0.25,0.8333333333333334,0,4008,1,0.1629241516966068,0,0.0,1,1,Newcomers
1966,Graduation,70713,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,SP,59,1,1,Partnered,1477,0.4983073798239675,0.0771834800270819,0.1888964116452268,0.0555179417738659,0.0514556533513879,0.1286391333784698,25,59.08,0.24,0.2,0.5,0,4046,1,0.3650519031141868,0,0.0,0,1,Newcomers
1946,PhD,82800,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,US,79,0,0,Single,1315,0.7650190114068441,0.0167300380228136,0.0874524714828897,0.0448669201520912,0.0517110266159695,0.0342205323193916,26,50.57692307692308,0.0384615384615384,0.2692307692307692,0.375,0,4055,1,0.3242909987669544,2,0.4,1,2,Champions
1946,PhD,82800,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,SA,79,0,0,Single,1315,0.7650190114068441,0.0167300380228136,0.0874524714828897,0.0448669201520912,0.0517110266159695,0.0342205323193916,26,50.57692307692308,0.0384615384615384,0.2692307692307692,0.375,0,4055,1,0.3242909987669544,2,0.4,1,2,Champions
1975,Basic,30801,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,SP,50,1,1,Partnered,45,0.1777777777777777,0.0888888888888888,0.1111111111111111,0.3333333333333333,0.0444444444444444,0.2444444444444444,6,7.5,0.3333333333333333,0.1666666666666666,3.5,0,4084,1,0.0110186092066601,0,0.0,0,3,Budget-Conscious Parents
1974,Master,83891,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,SP,51,1,1,Partnered,816,0.2659313725490196,0.0465686274509803,0.4289215686274509,0.1360294117647058,0.1041666666666666,0.0183823529411764,22,37.09090909090909,0.0454545454545454,0.1818181818181818,0.2,0,3482,1,0.2343480758184951,0,0.0,0,2,Champions
1950,Master,38054,1,1,2014-05-01,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND,75,1,2,Single,45,0.5111111111111111,0.0444444444444444,0.3777777777777777,0.0444444444444444,0.0222222222222222,0.0,7,6.428571428571429,0.2857142857142857,0.2857142857142857,2.333333333333333,0,3532,1,0.0127406568516421,0,0.0,0,0,At-Risk Customers
1969,Graduation,14045,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,56,1,1,Partnered,20,0.55,0.0,0.25,0.1,0.05,0.05,5,4.0,0.2,0.2,3.5,0,3627,1,0.0055141990625861,0,0.0,0,3,Budget-Conscious Parents
1957,PhD,44155,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,SP,68,1,2,Partnered,46,0.4782608695652174,0.0217391304347826,0.1956521739130435,0.0,0.0,0.3043478260869565,5,9.2,0.2,0.2,2.0,0,3634,1,0.0126582278481012,0,0.0,0,0,At-Risk Customers
