Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Is_Parent,Total_Kids,Marital_Status_Simplified,Total_Spent,MntWines_Share,MntFruits_Share,MntMeatProducts_Share,MntFishProducts_Share,MntSweetProducts_Share,MntGoldProds_Share,Total_Purchases,Avg_Spend_per_Purchase,Deal_Rate,Web_Purchase_Share,Web_Visit_to_Purchase_Ratio,Is_Online_Buyer,Customer_Since_Days,Is_Active,Lifetime_Spend_per_Day,Total_Accepted_Campaigns,Campaign_Response_Rate,Is_Responder
1946,PhD,82800,0,0,11/24/2012,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,SA,79,0,0,Single,1315,0.7650190114068441,0.016730038022813688,0.087452471,0.044866920152091254,0.051711027,0.034220532319391636,26,50.57692307692308,0.038461538461538464,0.2692307692307692,0.375,0,4055,1,0.3242909987669544,2,0.4,1
1975,Basic,30801,0,1,10/26/2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,SP,50,1,1,Partnered,45,0.17777777777777778,0.088888889,0.1111111111111111,0.3333333333333333,0.044444444444444446,0.24444444444444444,6,7.5,0.3333333333333333,0.16666666666666666,3.5,0,4084,1,0.011018609206660137,0,0,0
1974,Master,83891,0,1,6/20/2014,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,SP,51,1,1,Partnered,816,0.2659313725490196,0.046568627,0.42892156862745096,0.13602941176470587,0.10416666666666667,0.018382353,22,37.09090909090909,0.045454545454545456,0.18181818181818182,0.2,0,3482,1,0.23434807581849512,0,0,0
1950,Master,38054,1,1,5/1/2014,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND,75,1,2,Single,45,0.5111111111111111,0.044444444444444446,0.37777777777777777,0.044444444444444446,0.022222222222222223,0,7,6.428571428571429,0.2857142857142857,0.2857142857142857,2.3333333333333335,0,3532,1,0.012740657,0,0,0
1969,Graduation,14045,1,0,1/26/2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,56,1,1,Partnered,20,0.55,0,0.25,0.1,0.05,0.05,5,4,0.2,0.2,3.5,0,3627,1,0.005514199,0,0,0
1957,PhD,44155,1,1,1/19/2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,SP,68,1,2,Partnered,46,0.4782608695652174,0.021739130434782608,0.1956521739130435,0,0,0.30434782608695654,5,9.2,0.2,0.2,2,0,3634,1,0.012658227848101266,0,0,0
1970,PhD,57642,0,1,1/9/2014,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,IND,55,1,1,Single,679,0.8541973490427098,0.008836524,0.085419735,0.011782032400589101,0,0.039764359351988215,22,30.863636363636363,0.13636363636363635,0.3181818181818182,0.5,1,3644,1,0.1863336992316136,1,0.2,1
1977,Graduation,31353,1,1,12/29/2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,IND,48,1,2,Partnered,31,0.3225806451612903,0,0.3225806451612903,0.096774194,0.032258065,0.22580645161290322,6,5.166666666666667,0.3333333333333333,0.16666666666666666,4,0,3655,1,0.008481532,0,0,0
1977,Graduation,31353,1,1,12/29/2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,SA,48,1,2,Partnered,31,0.3225806451612903,0,0.3225806451612903,0.096774194,0.032258065,0.22580645161290322,6,5.166666666666667,0.3333333333333333,0.16666666666666666,4,0,3655,1,0.008481532,0,0,1
1968,Master,41335,1,0,12/26/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,AUS,57,1,1,Single,187,0.5989304812834224,0.10160427807486631,0.11229946524064172,0.085561497,0.07486631,0.026737967914438502,12,15.583333333333334,0.25,0.3333333333333333,1.4,0,3658,1,0.051120831,0,0,0
1968,Master,41335,1,0,12/26/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,US,57,1,1,Single,187,0.5989304812834224,0.10160427807486631,0.11229946524064172,0.085561497,0.07486631,0.026737967914438502,12,15.583333333333334,0.25,0.3333333333333333,1.4,0,3658,1,0.051120831,0,0,0
1957,PhD,40737,2,1,12/8/2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SA,68,1,3,Single,17,0.6470588235294118,0,0.23529411764705882,0,0,0.11764705882352941,4,4.25,0.25,0.25,4,0,3676,1,0.004624592,0,0,0
1975,2n Cycle,19789,1,0,11/20/2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,SP,50,1,1,Partnered,78,0.025641026,0.064102564,0.11538461538461539,0.358974359,0.076923077,0.358974359,9,8.666666666666666,0.3333333333333333,0.2222222222222222,1.6666666666666667,0,3694,1,0.021115322144017325,1,0.2,1
1949,PhD,35946,1,1,9/27/2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,AUS,76,1,2,Single,11,0.7272727272727273,0,0.2727272727272727,0,0,0,4,2.75,0.25,0,5,0,3748,1,0.002934899,0,0,0
1983,Master,36262,0,0,9/20/2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,SP,42,0,0,Partnered,426,0.20657276995305165,0.091549296,0.1267605633802817,0.15023474178403756,0.0657277,0.3591549295774648,12,35.5,0.083333333,0.25,1.5,0,3755,1,0.11344873501997337,1,0.2,1
1954,Master,44551,0,1,8/31/2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,SA,71,1,1,Single,285,0.6385964912280702,0.014035087719298246,0.11578947368421053,0,0,0.23157894736842105,12,23.75,0.16666666666666666,0.3333333333333333,1.4,0,3775,1,0.075496689,0,0,0
1959,Graduation,71367,0,0,8/23/2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP,66,0,0,Partnered,777,0.29214929214929214,0.029601029601029602,0.5006435006435006,0.054054054,0.027027027,0.096525097,17,45.705882352941174,0.058823529411764705,0.23529411764705882,0.4,0,3783,1,0.20539254559873116,0,0,0
1959,Graduation,57957,0,1,8/19/2013,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,CA,66,1,1,Partnered,637,0.4552590266875981,0.092621664,0.2778649921507064,0.12087912087912088,0.007849294,0.045525903,25,25.48,0.28,0.16,0.6,0,3787,1,0.16820702402957485,0,0,0
1972,2n Cycle,50334,0,1,7/24/2013,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,SA,53,1,1,Partnered,694,0.4092219020172911,0.023054755043227664,0.23054755043227665,0.12103746397694524,0.023054755043227664,0.1930835734870317,23,30.17391304347826,0.2608695652173913,0.30434782608695654,0.75,1,3813,1,0.18200891686336218,0,0,0
1949,Master,48150,0,1,6/8/2013,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER,76,1,1,Partnered,266,0.65037594,0.007518797,0.14661654135338345,0.011278195488721804,0.007518797,0.17669172932330826,13,20.46153846153846,0.23076923076923078,0.38461538461538464,1.1666666666666667,1,3859,1,0.068929775,0,0,0
1969,Graduation,56796,0,1,2/16/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP,56,1,1,Partnered,1001,0.6553446553446554,0.037962038,0.16083916083916083,0.061938061938061936,0.046953047,0.036963037,27,37.074074074074076,0.1111111111111111,0.2962962962962963,0.7777777777777778,1,3971,1,0.2520775623268698,0,0,0
1969,Graduation,56796,0,1,2/16/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,AUS,56,1,1,Partnered,1001,0.6553446553446554,0.037962038,0.16083916083916083,0.061938061938061936,0.046953047,0.036963037,27,37.074074074074076,0.1111111111111111,0.2962962962962963,0.7777777777777778,1,3971,1,0.2520775623268698,0,0,0
1963,PhD,52278,0,1,1/25/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,SA,62,1,1,Single,1198,0.7954924874791319,0,0.059265442,0,0,0.14524207011686144,31,38.645161290322584,0.1935483870967742,0.3225806451612903,0.7272727272727273,0,3993,1,0.3000250438266967,0,0,1
1963,PhD,52278,0,1,1/25/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,SP,62,1,1,Single,1198,0.7954924874791319,0,0.059265442,0,0,0.14524207011686144,31,38.645161290322584,0.1935483870967742,0.3225806451612903,0.7272727272727273,0,3993,1,0.3000250438266967,0,0,0
1996,2n Cycle,7500,0,0,11/9/2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,AUS,29,0,0,Partnered,122,0.024590164,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705,10,12.2,0.3,0.3,2.25,0,4070,1,0.029975429975429974,0,0,1
1952,Master,33444,1,1,11/3/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,73,1,2,Partnered,18,0.4444444444444444,0,0.4444444444444444,0,0,0.1111111111111111,4,4.5,0.25,0.25,4,0,4076,1,0.004416094,0,0,0
1973,Graduation,20895,1,0,10/6/2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AUS,52,1,1,Partnered,45,0.4,0.066666667,0.37777777777777777,0.066666667,0,0.088888889,6,7.5,0.16666666666666666,0.3333333333333333,3,0,4104,1,0.010964912280701754,0,0,0
1976,Master,37509,1,0,9/12/2012,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER,49,1,1,Partnered,123,0.3008130081300813,0.040650407,0.45528455284552843,0.097560976,0.06504065,0.040650407,9,13.666666666666666,0.2222222222222222,0.3333333333333333,1.75,0,4128,1,0.029796511627906978,0,0,0
1978,Master,88097,1,0,8/18/2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,SP,47,1,1,Partnered,844,0.19312796208530805,0,0.5687203791469194,0,0.14928909952606634,0.088862559,20,42.2,0.05,0.3,1.2857142857142858,0,4153,1,0.20322658319287262,3,0.6,1
1973,Graduation,59041,1,1,5/7/2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA,52,1,2,Partnered,96,0.71875,0.020833333333333332,0.15625,0.020833333333333332,0.020833333333333332,0.0625,8,12,0.25,0.25,1.6666666666666667,0,3526,1,0.027226318774815655,0,0,0
1974,Graduation,43322,0,0,4/21/2014,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IND,51,0,0,Single,141,0.3971631205673759,0.04964539,0.3404255319148936,0.070921986,0.014184397163120567,0.1276595744680851,8,17.625,0.125,0.375,1.75,0,3542,1,0.039808018,0,0,0
1955,PhD,46015,1,1,4/13/2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA,70,1,2,Partnered,46,0.8260869565217391,0,0.043478260869565216,0,0,0.13043478260869565,5,9.2,0.2,0.2,3.5,0,3550,1,0.012957746478873239,2,0.4,1
1955,PhD,46015,1,1,4/13/2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,CA,70,1,2,Partnered,46,0.8260869565217391,0,0.043478260869565216,0,0,0.13043478260869565,5,9.2,0.2,0.2,3.5,0,3550,1,0.012957746478873239,2,0.4,1
1959,Master,34242,0,1,3/23/2014,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,66,1,1,Partnered,15,0.5333333333333333,0.13333333333333333,0.26666666666666666,0,0,0.066666667,4,3.75,0.25,0,5,0,3571,1,0.004200504,0,0,0
1955,Graduation,65210,0,1,3/10/2014,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA,70,1,1,Partnered,731,0.8563611491108071,0,0.095759234,0,0.009575923,0.038303693570451436,22,33.22727272727273,0.090909091,0.4090909090909091,0.6,1,3584,1,0.20396205357142858,2,0.4,1
1958,PhD,50520,0,1,1/28/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP,67,1,1,Single,135,0.8296296296296296,0,0.044444444444444446,0.014814814814814815,0.007407407,0.1037037037037037,9,15,0.2222222222222222,0.3333333333333333,1.5,0,3625,1,0.037241379310344824,0,0,0
1970,Graduation,90765,0,0,1/24/2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA,55,0,0,Partnered,1724,0.31728538283062646,0.057424594,0.4709976798143852,0.087587007,0.047563805,0.019141531,15,114.93333333333334,0,0.26666666666666666,0.2,0,3629,1,0.475062001,2,0.4,1
1944,Graduation,80589,0,0,1/22/2014,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS,81,0,0,Partnered,1428,0.3550420168067227,0.06512605,0.3641456582633053,0.16946778711484595,0.028011204481792718,0.018207282913165267,21,68,0.047619047619047616,0.23809523809523808,0.16666666666666666,0,3631,1,0.3932800881299917,1,0.2,1
1958,Master,49572,1,1,12/15/2013,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA,67,1,2,Partnered,54,0.6481481481481481,0.018518518518518517,0.2962962962962963,0,0.018518518518518517,0.018518518518518517,7,7.714285714285714,0.2857142857142857,0.2857142857142857,2.3333333333333335,0,3669,1,0.014717906786590351,0,0,0
1978,Graduation,75437,0,0,11/9/2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP,47,0,0,Partnered,1493,0.5324849296718017,0,0.3650368385800402,0.063630275,0.038847957,0,23,64.91304347826087,0.043478260869565216,0.34782608695652173,0.6666666666666666,0,3705,1,0.4029689608636977,1,0.2,1
1971,Master,44635,1,1,10/11/2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,54,1,2,Single,68,0.8235294117647058,0,0.1323529411764706,0,0,0.044117647,7,9.714285714285714,0.2857142857142857,0.2857142857142857,2.3333333333333335,0,3734,1,0.018211034,0,0,0
1964,Graduation,58512,0,1,9/19/2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER,61,1,1,Partnered,1171,0.7643040136635354,0.00853971,0.086251067,0.011101622544833475,0,0.12980358667805295,20,58.55,0.25,0.15,2,0,3756,1,0.3117678381256656,0,0,0
1952,PhD,62000,0,1,8/25/2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP,73,1,1,Single,1020,0.8813725490196078,0,0.099019608,0,0,0.019607843,26,39.23076923076923,0.038461538461538464,0.23076923076923078,0.5714285714285714,0,3781,1,0.2697699021422904,1,0.2,1
1956,Graduation,54252,1,1,5/28/2013,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AUS,69,1,2,Single,264,0.6742424242424242,0.015151515151515152,0.098484848,0.030303030303030304,0.015151515151515152,0.16666666666666666,15,17.6,0.3333333333333333,0.26666666666666666,1.2,0,3870,1,0.068217054,0,0,0
1974,PhD,45068,0,1,5/16/2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,51,1,1,Partnered,20,0.7,0,0.15,0,0,0.15,4,5,0.25,0.25,3.5,0,3882,1,0.005151984,0,0,0
1979,Graduation,60474,0,1,4/1/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND,46,1,1,Single,1180,0.2245762711864407,0.16864406779661018,0.25677966101694916,0.19830508474576272,0.007627119,0.1440677966101695,31,38.064516129032256,0.22580645161290322,0.3225806451612903,0.6363636363636364,0,3927,1,0.3004838298955946,0,0,0
1979,Graduation,60474,0,1,4/1/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA,46,1,1,Single,1180,0.2245762711864407,0.16864406779661018,0.25677966101694916,0.19830508474576272,0.007627119,0.1440677966101695,31,38.064516129032256,0.22580645161290322,0.3225806451612903,0.6363636363636364,0,3927,1,0.3004838298955946,0,0,0
1981,2n Cycle,56337,1,1,3/27/2013,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,SP,44,1,2,Partnered,724,0.48204419889502764,0.022099447513812154,0.19889502762430938,0.038674033,0.006906077,0.2513812154696133,22,32.90909090909091,0.22727272727272727,0.36363636363636365,0.8888888888888888,1,3932,1,0.18413021363173956,2,0.4,1
1987,Graduation,22434,1,0,2/13/2013,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP,38,1,1,Partnered,58,0.068965517,0.20689655172413793,0.1896551724137931,0.051724138,0.22413793103448276,0.25862068965517243,7,8.285714285714286,0.2857142857142857,0.2857142857142857,2.6666666666666665,0,3974,1,0.014594867,0,0,0
1982,Graduation,61416,0,0,2/8/2013,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US,43,0,0,Partnered,1665,0.5093093093093093,0.092492492,0.193993994,0.12072072072072072,0.036636637,0.046846847,24,69.375,0.041666666666666664,0.4166666666666667,0.5454545454545454,0,3979,1,0.41844684594119125,1,0.2,1
1975,Master,92163,0,0,12/12/2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP,50,0,0,Partnered,2086,0.3916586768935762,0.087727709,0.38207094918504314,0.050814957,0.078139981,0.009587728,21,99.33333333333333,0,0.23809523809523808,0.3333333333333333,0,4037,1,0.5167203368838246,2,0.4,1
1956,Master,58656,0,1,9/20/2012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP,69,1,1,Partnered,1220,0.7885245901639344,0.009836066,0.15901639344262294,0.013114754098360656,0.019672131147540985,0.009836066,32,38.125,0.125,0.21875,0.75,0,4120,1,0.2961165048543689,1,0.2,1
1986,Basic,8940,1,0,8/22/2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP,39,1,1,Single,101,0.00990099,0.44554455445544555,0.02970297,0.039603960396039604,0.059405941,0.4158415841584158,10,10.1,0.3,0.3,2,0,4149,1,0.024343215232586167,0,0,0
1974,Graduation,26751,2,0,5/22/2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,51,1,2,Partnered,11,0.090909091,0.090909091,0.45454545454545453,0,0.2727272727272727,0.090909091,4,2.75,0.25,0.25,4,0,3511,1,0.003133011,0,0,0
1978,Graduation,71427,2,0,3/12/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US,47,1,2,Partnered,614,0.34527687296416937,0.2003257328990228,0.28827361563517917,0.024429967426710098,0.10423452768729642,0.037459283,20,30.7,0.1,0.4,0.4444444444444444,0,3582,1,0.17141261864879956,0,0,0
1984,Graduation,26646,1,0,2/10/2014,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US,41,1,1,Partnered,53,0.20754716981132076,0.075471698,0.37735849056603776,0.18867924528301888,0.056603774,0.094339623,8,6.625,0.25,0.25,2,0,3612,1,0.014673311184939091,0,0,0
1974,Graduation,19346,1,0,1/30/2014,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA,51,1,1,Single,22,0.090909091,0,0.4090909090909091,0.13636363636363635,0.2727272727272727,0.090909091,5,4.4,0.2,0.2,4,0,3623,1,0.006072316,0,0,0
1975,Graduation,56243,1,2,12/30/2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US,50,1,3,Single,396,0.8762626262626263,0,0.088383838,0.010101010101010102,0.007575758,0.017676767676767676,20,19.8,0.3,0.2,1,0,3654,1,0.10837438423645321,0,0,0
1970,PhD,59892,0,1,11/2/2013,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA,55,1,1,Partnered,87,0.8390804597701149,0,0.14942528735632185,0,0.011494252873563218,0,7,12.428571428571429,0.14285714285714285,0.2857142857142857,1,0,3712,1,0.0234375,0,0,0
1965,Graduation,71613,0,0,8/21/2013,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US,60,0,0,Partnered,776,0.5489690721649485,0.06314433,0.163659794,0.14304123711340205,0.027061855670103094,0.054123711,21,36.95238095238095,0.047619047619047616,0.38095238095238093,0.4444444444444444,0,3785,1,0.20501981505944517,0,0,0
1986,Graduation,25252,1,0,7/12/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS,39,1,1,Partnered,18,0.055555556,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,4,4.5,0.25,0.25,4,0,3825,1,0.004705882,0,0,0
1975,Graduation,42160,1,1,6/28/2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP,50,1,2,Single,140,0.34285714285714286,0.064285714,0.32142857142857145,0.021428571,0.10714285714285714,0.14285714285714285,11,12.727272727272727,0.36363636363636365,0.18181818181818182,2,0,3839,1,0.036467830164105236,0,0,1
1979,Basic,15862,1,0,6/27/2013,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,46,1,1,Single,36,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.3055555555555556,0.25,0.2777777777777778,5,7.2,0.2,0.2,4,0,3840,1,0.009375,0,0,0
1974,Master,82584,0,0,6/4/2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP,51,0,0,Partnered,1435,0.7498257839721254,0.047386759581881537,0.071777003,0.020209059233449476,0.063414634,0.047386759581881537,16,89.6875,0.0625,0.1875,0.25,0,3863,1,0.37147294848563295,2,0.4,1
1989,Graduation,38360,1,0,5/31/2013,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS,36,1,1,Partnered,131,0.2748091603053435,0.015267175572519083,0.32061068702290074,0.15267175572519084,0.16030534351145037,0.076335878,9,14.555555555555555,0.2222222222222222,0.2222222222222222,1,0,3867,1,0.03387639,0,0,0
1957,PhD,75283,1,2,3/27/2013,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA,68,1,3,Partnered,1019,0.719332679,0.008832188,0.17664376840039253,0.011776251226692836,0.018645731108930325,0.064769382,25,40.76,0.44,0.24,0.5714285714285714,1,3932,1,0.2591556459816887,0,0,0
1956,Master,34941,1,1,3/6/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS,69,1,2,Partnered,97,0.4020618556701031,0.020618556701030927,0.25773195876288657,0.041237113402061855,0.030927835051546393,0.24742268041237114,8,12.125,0.25,0.375,2,0,3953,1,0.024538325322539842,0,0,0
1952,Graduation,61823,0,1,2/18/2013,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS,73,1,1,Single,884,0.5916289592760181,0.007918552,0.1515837104072398,0.041855204,0.015837104,0.19117647058823528,24,36.833333333333336,0.16666666666666666,0.3333333333333333,0.7777777777777778,0,3969,1,0.22272612748803225,0,0,0
1956,Master,90226,0,0,9/26/2012,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA,69,0,0,Partnered,2352,0.4604591836734694,0.045918367,0.27593537414965985,0.10756802721088435,0.06420068,0.045918367,24,98,0.041666666666666664,0.16666666666666666,0.4,0,4114,1,0.5717063684978123,1,0.2,1
1974,Graduation,44989,0,1,9/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,51,1,1,Partnered,369,0.26558265582655827,0,0.2872628726287263,0.13279132791327913,0.027100271,0.2872628726287263,16,23.0625,0.3125,0.3125,1,0,4128,1,0.089389535,0,0,0
1980,Graduation,43586,0,1,8/30/2012,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER,45,1,1,Partnered,132,0.75,0.015151515151515152,0.083333333,0.030303030303030304,0,0.12121212121212122,10,13.2,0.3,0.3,2,0,4141,1,0.031876358,0,0,0
1974,Graduation,32233,1,0,8/19/2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP,51,1,1,Single,296,0.46621621621621623,0.050675676,0.11824324324324324,0.084459459,0.037162162162162164,0.24324324324324326,12,24.666666666666668,0.16666666666666666,0.5,1.2857142857142858,1,4152,1,0.071290944,1,0.2,1
1969,Graduation,62882,0,1,8/9/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS,56,1,1,Partnered,1338,0.3804185351270553,0.099402093,0.37144992526158443,0.058295964,0.017937219730941704,0.072496263,20,66.9,0.1,0.35,0.5,1,4162,1,0.3214800576645843,0,0,0
1963,Master,57288,0,1,6/25/2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA,62,1,1,Partnered,608,0.8667763157894737,0,0.034539474,0,0,0.098684211,20,30.4,0.15,0.4,0.6666666666666666,0,3477,1,0.17486338797814208,1,0.2,1
1981,2n Cycle,75774,1,0,5/2/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA,44,1,1,Partnered,823,0.4131227217496962,0.025516403,0.16281895504252733,0.3134872417982989,0.017010936,0.068043742,21,39.19047619047619,0.047619047619047616,0.3333333333333333,0.5,0,3531,1,0.23307844803171907,0,0,0
1981,2n Cycle,75774,1,0,5/2/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP,44,1,1,Partnered,823,0.4131227217496962,0.025516403,0.16281895504252733,0.3134872417982989,0.017010936,0.068043742,21,39.19047619047619,0.047619047619047616,0.3333333333333333,0.5,0,3531,1,0.23307844803171907,0,0,0
1988,Master,90247,0,0,4/29/2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US,37,0,0,Single,1621,0.7304133251079581,0.019740901,0.21714990746452806,0.012954966070326958,0.00987045,0.00987045,15,108.06666666666666,0.066666667,0.2,0.25,0,3534,1,0.4586870401810979,3,0.6,1
1960,2n Cycle,32218,0,0,2/15/2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP,65,0,0,Single,93,0.10752688172043011,0.25806451612903225,0.16129032258064516,0.13978494623655913,0.010752688172043012,0.3225806451612903,7,13.285714285714286,0.14285714285714285,0.2857142857142857,2.3333333333333335,0,3607,1,0.025783199334627114,1,0.2,1
1988,Graduation,84219,0,0,2/2/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA,37,0,0,Partnered,1198,0.3622704507512521,0.11435726210350584,0.333889816,0.037562604340567615,0.11435726210350584,0.037562604340567615,18,66.55555555555556,0.055555556,0.16666666666666666,0.25,0,3620,1,0.330939227,0,0,0
1988,Graduation,84219,0,0,2/2/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA,37,0,0,Partnered,1198,0.3622704507512521,0.11435726210350584,0.333889816,0.037562604340567615,0.11435726210350584,0.037562604340567615,18,66.55555555555556,0.055555556,0.16666666666666666,0.25,0,3620,1,0.330939227,0,0,0
1966,Graduation,48877,0,1,1/5/2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP,59,1,1,Single,144,0.7083333333333334,0.006944444,0.10416666666666667,0.013888888888888888,0,0.16666666666666666,8,18,0.125,0.375,1.75,0,3648,1,0.039473684210526314,0,0,0
